SPlusCode,Fullname,Store,Region,ActivityCode,IsLearned,Score
CE.DMX37459,CE.DMX37459,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX55880,CE.DMX55880,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX59833,CE.DMX59833,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX105772,CE.DMX105772,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,ON21011,Yes,100
CE.DMX105781,CE.DMX105781,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX106386,CE.DMX106386,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX115866,CE.DMX115866,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,DA.WM.FEB.TEASING.BANNER1,Yes,100
CE.DMX117203,CE.DMX117203,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX15231,CE.DMX15231,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX30048,CE.DMX30048,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,,,0
CE.DMX30050,CE.DMX30050,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,ON21011,Yes,80
CE.DMX36153,CE.DMX36153,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO2.2021,Yes,100
CE.DMX46453,CE.DMX46453,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX46461,CE.DMX46461,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO2.2021,Yes,100
CE.DMX61455,CE.DMX61455,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO4.2021,Yes,100
CE.DMX61460,CE.DMX61460,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX61464,CE.DMX61464,ĐML_YBA_YBA - 319 Nguyễn Thái Học,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX28398,CE.DMX28398,ĐML_YBA_YBA - 42 Điện Biên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX28400,CE.DMX28400,ĐML_YBA_YBA - 42 Điện Biên,Miền Bắc 1,DA.WM.JUL.TEST.TEST.GIATDUONG,Yes,80
CE.DMX30840,CE.DMX30840,ĐML_YBA_YBA - 42 Điện Biên,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX36152,CE.DMX36152,ĐML_YBA_YBA - 42 Điện Biên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX57982,CE.DMX57982,ĐML_YBA_YBA - 42 Điện Biên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX61445,CE.DMX61445,ĐML_YBA_YBA - 42 Điện Biên,Miền Bắc 1,DA.RAC.DEC.PK.SNAPCARD,Yes,90
CE.DMX61454,CE.DMX61454,ĐML_YBA_YBA - 42 Điện Biên,Miền Bắc 1,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX19881,CE.DMX19881,ĐMM_DBI_MCH - Mường Chà,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,50
CE.DMX30190,CE.DMX30190,ĐMM_DBI_MCH - Mường Chà,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX55071,CE.DMX55071,ĐMM_DBI_MCH - Mường Chà,Miền Bắc 1,,,0
CE.DMX95384,CE.DMX95384,ĐMM_DBI_MCH - Mường Chà,Miền Bắc 1,DA.RAC.MAY.TEST.TEST,Yes,100
CE.DMX100998,CE.DMX100998,ĐMM_DBI_MCH - Mường Chà,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX36600,CE.DMX36600,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX39701,CE.DMX39701,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX40388,CE.DMX40388,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,DA.MWO.JUN.PK.ONEP,Yes,0
CE.DMX47300,CE.DMX47300,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX53785,CE.DMX53785,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,DA.REF.WM.RAC.PK.TEST,Yes,100
ce.dmx57332,ce.dmx57332,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,,,0
CE.DMX76738,CE.DMX76738,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX109261,CE.DMX109261,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX109262,CE.DMX109262,ĐMM_DBI_TGI - Tân Thủy (Tuần Giáo),Miền Bắc 1,DA.WM.FEB.TEASING.GAME2,Yes,100
CE.DMX14454,CE.DMX14454,ĐMM_HBI_CPH - Cao Phong,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX34095,CE.DMX34095,ĐMM_HBI_CPH - Cao Phong,Miền Bắc 1,DA.WM.MAY.PK.COMPE,Yes,100
CE.DMX42548,CE.DMX42548,ĐMM_HBI_CPH - Cao Phong,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX45476,CE.DMX45476,ĐMM_HBI_CPH - Cao Phong,Miền Bắc 1,DA.REF.WM.DEC.PK.KTSP,Yes,100
CE.DMX59147,CE.DMX59147,ĐMM_HBI_CPH - Cao Phong,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX103191,CE.DMX103191,ĐMM_HBI_CPH - Cao Phong,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX134558,CE.DMX134558,ĐMM_HBI_CPH - Cao Phong,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX34101,CE.DMX34101,ĐMM_HBI_DBA - Đà Bắc,Miền Bắc 1,,,0
CE.DMX57632,CE.DMX57632,ĐMM_HBI_DBA - Đà Bắc,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX105777,CE.DMX105777,ĐMM_HBI_DBA - Đà Bắc,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX105778,CE.DMX105778,ĐMM_HBI_DBA - Đà Bắc,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX106464,CE.DMX106464,ĐMM_HBI_DBA - Đà Bắc,Miền Bắc 1,DA.WM.FEB.TEASING.BANNER1,Yes,100
CE.DMX34107,CE.DMX34107,ĐMM_HBI_KBO - Thống Nhất (TT Bo),Miền Bắc 1,,,0
CE.DMX36261,CE.DMX36261,ĐMM_HBI_KBO - Thống Nhất (TT Bo),Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX38266,CE.DMX38266,ĐMM_HBI_KBO - Thống Nhất (TT Bo),Miền Bắc 1,,,0
CE.DMX41907,CE.DMX41907,ĐMM_HBI_KBO - Thống Nhất (TT Bo),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX43695,CE.DMX43695,ĐMM_HBI_KBO - Thống Nhất (TT Bo),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX116738,CE.DMX116738,ĐMM_HBI_KBO - Thống Nhất (TT Bo),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX139076,CE.DMX139076,ĐMM_HBI_KBO - Thống Nhất (TT Bo),Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX20941,CE.DMX20941,ĐMM_HBI_LAS - Vụ Bản,Miền Bắc 1,,,0
CE.DMX37405,CE.DMX37405,ĐMM_HBI_LAS - Vụ Bản,Miền Bắc 1,,,0
CE.DMX37409,CE.DMX37409,ĐMM_HBI_LAS - Vụ Bản,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX52252,CE.DMX52252,ĐMM_HBI_LAS - Vụ Bản,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX68444,CE.DMX68444,ĐMM_HBI_LAS - Vụ Bản,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX79750,CE.DMX79750,ĐMM_HBI_LAS - Vụ Bản,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX80930,CE.DMX80930,ĐMM_HBI_LAS - Vụ Bản,Miền Bắc 1,ON200335,Yes,100
CE.DMX81250,CE.DMX81250,ĐMM_HBI_LAS - Vụ Bản,Miền Bắc 1,,,0
CE.DMX30128,CE.DMX30128,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX44580,CE.DMX44580,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,,,0
CE.DMX47220,CE.DMX47220,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX48614,CE.DMX48614,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX59150,CE.DMX59150,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX59152,CE.DMX59152,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX72105,CE.DMX72105,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX90110,CE.DMX90110,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX103190,CE.DMX103190,ĐMM_HBI_LSO - Lương Sơn,Miền Bắc 1,ON200312,Yes,100
CE.DMX28433,CE.DMX28433,ĐMM_HBI_LTH - Chi Nê,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO1.2021,Yes,80
CE.DMX31295,CE.DMX31295,ĐMM_HBI_LTH - Chi Nê,Miền Bắc 1,,,0
CE.DMX43693,CE.DMX43693,ĐMM_HBI_LTH - Chi Nê,Miền Bắc 1,,,0
CE.DMX43697,CE.DMX43697,ĐMM_HBI_LTH - Chi Nê,Miền Bắc 1,,,0
CE.DMX44501,CE.DMX44501,ĐMM_HBI_LTH - Chi Nê,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX44919,CE.DMX44919,ĐMM_HBI_LTH - Chi Nê,Miền Bắc 1,,,0
CE.DMX67676,CE.DMX67676,ĐMM_HBI_LTH - Chi Nê,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX68442,CE.DMX68442,ĐMM_HBI_LTH - Chi Nê,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX35628,CE.DMX35628,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX48268,CE.DMX48268,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,DA.WM.FEB.TEASING.GAME5,Yes,80
CE.DMX59149,CE.DMX59149,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,0
CE.DMX59156,CE.DMX59156,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,DA.MWO.JUN.PK.SNAP,Yes,0
CE.DMX64272,CE.DMX64272,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX69918,CE.DMX69918,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,,,0
CE.DMX69920,CE.DMX69920,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX105006,CE.DMX105006,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX117200,CE.DMX117200,ĐMM_HBI_TLA - Mường Khến,Miền Bắc 1,,,0
CE.DMX12810,CE.DMX12810,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,DA.WM.FEB.TEASING.GAME3,Yes,100
CE.DMX31555,CE.DMX31555,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX40644,CE.DMX40644,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX40656,CE.DMX40656,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX40753,CE.DMX40753,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX65099,CE.DMX65099,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,,,0
CE.DMX68428,CE.DMX68428,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX73774,CE.DMX73774,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX113648,CE.DMX113648,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX113649,CE.DMX113649,ĐMM_HBI_YTH - Hàng Trạm,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX9991,CE.DMX9991,ĐMM_HNA_BLU - 784 Trần Hưng Đạo,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX39009,CE.DMX39009,ĐMM_HNA_BLU - 784 Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX50679,CE.DMX50679,ĐMM_HNA_BLU - 784 Trần Hưng Đạo,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX55043,CE.DMX55043,ĐMM_HNA_BLU - 784 Trần Hưng Đạo,Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,70
CE.DMX96971,CE.DMX96971,ĐMM_HNA_BLU - 784 Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX108160,CE.DMX108160,ĐMM_HNA_BLU - 784 Trần Hưng Đạo,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
ce.dmx24726,ce.dmx24726,ĐMM_HNA_DTI - Hòa Mạc,Miền Bắc 1,,,0
CE.DMX35996,CE.DMX35996,ĐMM_HNA_DTI - Hòa Mạc,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO4.2021,Yes,100
ce.dmx51179,ce.dmx51179,ĐMM_HNA_DTI - Hòa Mạc,Miền Bắc 1,,,0
CE.DMX51378,CE.DMX51378,ĐMM_HNA_DTI - Hòa Mạc,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
ce.dmx65520,ce.dmx65520,ĐMM_HNA_DTI - Hòa Mạc,Miền Bắc 1,,,0
CE.DMX87996,CE.DMX87996,ĐMM_HNA_DTI - Hòa Mạc,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX26175,CE.DMX26175,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX30122,CE.DMX30122,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,100
CE.DMX32648,CE.DMX32648,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,0
CE.DMX39016,CE.DMX39016,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX49733,CE.DMX49733,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,ON21011,Yes,100
CE.DMX55870,CE.DMX55870,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX71354,CE.DMX71354,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX76741,CE.DMX76741,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX89291,CE.DMX89291,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,ON200335,Yes,100
CE.DMX99904,CE.DMX99904,ĐMM_HNA_LNH - 68 Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX30895,CE.DMX30895,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX34311,CE.DMX34311,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX44144,CE.DMX44144,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX50062,CE.DMX50062,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX62034,CE.DMX62034,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX106426,CE.DMX106426,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX106501,CE.DMX106501,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX107031,CE.DMX107031,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX108733,CE.DMX108733,ĐMM_HNA_TLI - Thanh Nguyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX30063,CE.DMX30063,ĐMM_LCA_BHA - Bắc Hà,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX66386,CE.DMX66386,ĐMM_LCA_BHA - Bắc Hà,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX109818,CE.DMX109818,ĐMM_LCA_BHA - Bắc Hà,Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,100
CE.DMX109821,CE.DMX109821,ĐMM_LCA_BHA - Bắc Hà,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX109824,CE.DMX109824,ĐMM_LCA_BHA - Bắc Hà,Miền Bắc 1,,,0
CE.DMX109829,CE.DMX109829,ĐMM_LCA_BHA - Bắc Hà,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX110578,CE.DMX110578,ĐMM_LCA_BHA - Bắc Hà,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX14122,CE.DMX14122,ĐMM_LCA_BTH - Phố Lu,Miền Bắc 1,,,0
CE.DMX29311,CE.DMX29311,ĐMM_LCA_BTH - Phố Lu,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX29627,CE.DMX29627,ĐMM_LCA_BTH - Phố Lu,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX44888,CE.DMX44888,ĐMM_LCA_BTH - Phố Lu,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX47283,CE.DMX47283,ĐMM_LCA_BTH - Phố Lu,Miền Bắc 1,,,0
CE.DMX48309,CE.DMX48309,ĐMM_LCA_BTH - Phố Lu,Miền Bắc 1,,,0
CE.DMX49530,CE.DMX49530,ĐMM_LCA_BTH - Phố Lu,Miền Bắc 1,,,0
CE.DMX14128,CE.DMX14128,ĐMM_LCA_BXA - 303 Hùng Vương (Bát Xát),Miền Bắc 1,,,0
CE.DMX30852,CE.DMX30852,ĐMM_LCA_BXA - 303 Hùng Vương (Bát Xát),Miền Bắc 1,,,0
CE.DMX56073,CE.DMX56073,ĐMM_LCA_BXA - 303 Hùng Vương (Bát Xát),Miền Bắc 1,,,0
CE.DMX57306,CE.DMX57306,ĐMM_LCA_BXA - 303 Hùng Vương (Bát Xát),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX57309,CE.DMX57309,ĐMM_LCA_BXA - 303 Hùng Vương (Bát Xát),Miền Bắc 1,,,0
CE.DMX57310,CE.DMX57310,ĐMM_LCA_BXA - 303 Hùng Vương (Bát Xát),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX40368,CE.DMX40368,ĐMM_LCA_BYE - Phố Ràng,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX14124,CE.DMX14124,ĐMM_LCA_LCA - 09 Hoàng Liên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX27726,CE.DMX27726,ĐMM_LCA_LCA - 09 Hoàng Liên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX48337,CE.DMX48337,ĐMM_LCA_LCA - 09 Hoàng Liên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX66381,CE.DMX66381,ĐMM_LCA_LCA - 09 Hoàng Liên,Miền Bắc 1,,,0
CE.DMX105110,CE.DMX105110,ĐMM_LCA_LCA - 09 Hoàng Liên,Miền Bắc 1,DA.WM.FEB.TEASING.GAME5,Yes,100
CE.DMX22044,CE.DMX22044,ĐMM_LCA_MKH - 95 Giải Phóng,Miền Bắc 1,DA.WM.FEB.TEASING.GAME5,Yes,70
CE.DMX47291,CE.DMX47291,ĐMM_LCA_MKH - 95 Giải Phóng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX47746,CE.DMX47746,ĐMM_LCA_MKH - 95 Giải Phóng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX56898,CE.DMX56898,ĐMM_LCA_MKH - 95 Giải Phóng,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO1.2021,Yes,70
CE.DMX68219,CE.DMX68219,ĐMM_LCA_MKH - 95 Giải Phóng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX75602,CE.DMX75602,ĐMM_LCA_MKH - 95 Giải Phóng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX87254,CE.DMX87254,ĐMM_LCA_MKH - 95 Giải Phóng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX103221,CE.DMX103221,ĐMM_LCA_MKH - 95 Giải Phóng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX18456,CE.DMX18456,ĐMM_LCA_SPA - 577 Điện Biên Phủ,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,90
CE.DMX34127,CE.DMX34127,ĐMM_LCA_SPA - 577 Điện Biên Phủ,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX57305,CE.DMX57305,ĐMM_LCA_SPA - 577 Điện Biên Phủ,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX73317,CE.DMX73317,ĐMM_LCA_SPA - 577 Điện Biên Phủ,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX110569,CE.DMX110569,ĐMM_LCA_SPA - 577 Điện Biên Phủ,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX19996,CE.DMX19996,ĐMM_LCH_TUY - Tân Uyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX41153,CE.DMX41153,ĐMM_LCH_TUY - Tân Uyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX98397,CE.DMX98397,ĐMM_LCH_TUY - Tân Uyên,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX20551,CE.DMX20551,ĐMM_PTH_CKH - Sông Thao,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO1.2021,Yes,80
CE.DMX22653,CE.DMX22653,ĐMM_PTH_CKH - Sông Thao,Miền Bắc 1,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX66406,CE.DMX66406,ĐMM_PTH_CKH - Sông Thao,Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,0
CE.DMX66412,CE.DMX66412,ĐMM_PTH_CKH - Sông Thao,Miền Bắc 1,ON21009,Yes,80
CE.DMX71804,CE.DMX71804,ĐMM_PTH_CKH - Sông Thao,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX98405,CE.DMX98405,ĐMM_PTH_CKH - Sông Thao,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX103215,CE.DMX103215,ĐMM_PTH_CKH - Sông Thao,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX108728,CE.DMX108728,ĐMM_PTH_CKH - Sông Thao,Miền Bắc 1,,,0
