SPlusCode,Fullname,Store,Region,ActivityCode,IsLearned,Score
CE.DMX137886,CE.DMX137886,ĐMM_QNI_HLO - Nguyễn Văn Cừ,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX38973,CE.DMX38973,ĐMM_QNI_QYE - Minh Thành,Miền Bắc 2,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,80
CE.DMX52822,CE.DMX52822,ĐMM_QNI_QYE - Minh Thành,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX74326,CE.DMX74326,ĐMM_QNI_QYE - Minh Thành,Miền Bắc 2,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,90
CE.DMX93233,CE.DMX93233,ĐMM_QNI_QYE - Minh Thành,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,0
CE.DMX94118,CE.DMX94118,ĐMM_QNI_QYE - Minh Thành,Miền Bắc 2,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,80
CE.DMX133255,CE.DMX133255,ĐMM_QNI_QYE - Minh Thành,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,60
CE.DMX29666,CE.DMX29666,ĐMM_QNI_QYE - Nam Hòa,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX21081,CE.DMX21081,ĐMM_QNI_QYE - Yên Giang,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,60
CE.DMX27640,CE.DMX27640,ĐMM_QNI_QYE - Yên Giang,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,60
CE.DMX28449,CE.DMX28449,ĐMM_QNI_QYE - Yên Giang,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,70
CE.DMX29044,CE.DMX29044,ĐMM_QNI_QYE - Yên Giang,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX41173,CE.DMX41173,ĐMM_QNI_QYE - Yên Giang,Miền Bắc 2,ON21003,Yes,80
CE.DMX51230,CE.DMX51230,ĐMM_QNI_QYE - Yên Giang,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX93209,CE.DMX93209,ĐMM_QNI_QYE - Yên Giang,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,60
CE.DMX97530,CE.DMX97530,ĐMM_QNI_QYE - Yên Giang,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX36046,CE.DMX36046,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX45232,CE.DMX45232,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,,,0
CE.DMX56449,CE.DMX56449,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,,,0
CE.DMX58410,CE.DMX58410,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,,,0
CE.DMX58415,CE.DMX58415,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,,,0
CE.DMX58417,CE.DMX58417,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,,,0
CE.DMX59160,CE.DMX59160,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX83255,CE.DMX83255,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,,,0
CE.DMX89306,CE.DMX89306,ĐMM_QNI_TYE - Tiên Yên,Miền Bắc 2,,,0
CE.DMX30807,CE.DMX30807,ĐMM_QNI_UBI - Nam Khê,Miền Bắc 2,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,80
CE.DMX80650,CE.DMX80650,ĐMM_QNI_UBI - Nam Khê,Miền Bắc 2,DA.REF.OCT.PK.KTSP.NEW,Yes,0
CE.DMX19835,CE.DMX19835,ĐMM_QNI_VDO - Đông Xá,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX59857,CE.DMX59857,ĐMM_QNI_VDO - Đông Xá,Miền Bắc 2,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX60220,CE.DMX60220,ĐMM_QNI_VDO - Đông Xá,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX60903,CE.DMX60903,ĐMM_QNI_VDO - Đông Xá,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX71049,CE.DMX71049,ĐMM_QNI_VDO - Đông Xá,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX103163,CE.DMX103163,ĐMM_QNI_VDO - Đông Xá,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX34091,CE.DMX34091,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX35897,CE.DMX35897,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,,,0
CE.DMX67673,CE.DMX67673,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX84825,CE.DMX84825,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX84826,CE.DMX84826,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX84828,CE.DMX84828,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX84839,CE.DMX84839,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX86688,CE.DMX86688,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,FSM.REF.MAR.PK.PK.2021 ,Yes,100
CE.DMX108719,CE.DMX108719,ĐMM_TBI_HHA - Hưng Hà,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX35895,CE.DMX35895,ĐMM_TBI_HHA - Hưng Nhân,Miền Bắc 2,,,0
CE.DMX80245,CE.DMX80245,ĐMM_TBI_HHA - Hưng Nhân,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX108714,CE.DMX108714,ĐMM_TBI_HHA - Hưng Nhân,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX108717,CE.DMX108717,ĐMM_TBI_HHA - Hưng Nhân,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX112303,CE.DMX112303,ĐMM_TBI_HHA - Hưng Nhân,Miền Bắc 2,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX113624,CE.DMX113624,ĐMM_TBI_HHA - Hưng Nhân,Miền Bắc 2,,,0
CE.DMX27383,CE.DMX27383,ĐMM_TBI_KXU - Thanh Nê,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
ce.dmx67669,ce.dmx67669,ĐMM_TBI_KXU - Thanh Nê,Miền Bắc 2,,,0
CE.DMX107706,CE.DMX107706,ĐMM_TBI_KXU - Thanh Nê,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
ce.dmx107708,ce.dmx107708,ĐMM_TBI_KXU - Thanh Nê,Miền Bắc 2,,,0
CE.DMX107710,CE.DMX107710,ĐMM_TBI_KXU - Thanh Nê,Miền Bắc 2,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX107713,CE.DMX107713,ĐMM_TBI_KXU - Thanh Nê,Miền Bắc 2,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX32641,CE.DMX32641,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX35885,CE.DMX35885,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,DA.REF.OCT.PK.TEST,Yes,100
ce.dmx59868,ce.dmx59868,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,,,0
CE.DMX60896,CE.DMX60896,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX108705,CE.DMX108705,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,DA.REF.AUG.ACT.KTSP.PHOTOBOOK,Yes,100
CE.DMX108706,CE.DMX108706,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX108707,CE.DMX108707,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,DA.RAC.DEC.PK.SNAPCARD,Yes,100
CE.DMX108708,CE.DMX108708,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX108712,CE.DMX108712,ĐMM_TBI_QPH - 150 Nguyễn Du (Quỳnh Côi),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX37490,CE.DMX37490,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX38282,CE.DMX38282,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX61435,CE.DMX61435,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,,,0
CE.DMX62006,CE.DMX62006,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,ON21009,Yes,100
CE.DMX77958,CE.DMX77958,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,ON200335,Yes,100
CE.DMX115852,CE.DMX115852,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,,,0
CE.DMX115853,CE.DMX115853,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX116732,CE.DMX116732,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX116735,CE.DMX116735,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX117513,CE.DMX117513,ĐMM_TBI_QPH - 29 Trần Hưng Đạo (An Bài),Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX25423,CE.DMX25423,ĐMM_TBI_THA - Nam Trung,Miền Bắc 2,,,0
CE.DMX107711,CE.DMX107711,ĐMM_TBI_THA - Nam Trung,Miền Bắc 2,,,0
CE.DMX22673,CE.DMX22673,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX25424,CE.DMX25424,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX29327,CE.DMX29327,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX30460,CE.DMX30460,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX32145,CE.DMX32145,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX33230,CE.DMX33230,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX34602,CE.DMX34602,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX35876,CE.DMX35876,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX36611,CE.DMX36611,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX39338,CE.DMX39338,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX40477,CE.DMX40477,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX59871,CE.DMX59871,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX78128,CE.DMX78128,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX93218,CE.DMX93218,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,,,0
CE.DMX101029,CE.DMX101029,ĐMM_TBI_THA - Tiền Hải,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX62453,CE.DMX62453,ĐMS_BGI_HHO - Bắc Lý,Miền Bắc 2,ON21010,Yes,100
CE.DMX85738,CE.DMX85738,ĐMS_BGI_HHO - Bắc Lý,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX34031,CE.DMX34031,ĐMS_BGI_LGI - Tiên Lục,Miền Bắc 2,,,0
CE.DMX50670,CE.DMX50670,ĐMS_BGI_LNG - Biển Động,Miền Bắc 2,DA.WM.APR.TEST.TUB3,Yes,100
CE.DMX122823,CE.DMX122823,ĐMS_BGI_LNG - Biển Động,Miền Bắc 2,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX62454,CE.DMX62454,ĐMS_BGI_VYE - Hương Mai,Miền Bắc 2,FSM.PS.RS.RAC.MAR.PK.VIDEO3.2021,Yes,100
CE.DMX75604,CE.DMX75604,ĐMS_BGI_VYE - Hương Mai,Miền Bắc 2,FSM.PS.RS.RAC.MAR.PK.VIDEO5.2021,Yes,100
CE.DMX27673,CE.DMX27673,ĐMS_BGI_YTH - Cầu Gồ,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX66368,CE.DMX66368,ĐMS_BGI_YTH - Cầu Gồ,Miền Bắc 2,DA.REF.WM.DEC.PK.KTSP,Yes,100
CE.DMX90574,CE.DMX90574,ĐMS_BNI_GBI - Nhân Thắng,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX54814,CE.DMX54814,ĐMS_BNI_LTA - Trung Kênh,Miền Bắc 2,FSM.REF.MAR.PK.PK.2021 ,Yes,100
CE.DMX85743,CE.DMX85743,ĐMS_BNI_LTA - Trung Kênh,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX51385,CE.DMX51385,ĐMS_HDU_KTH - Đồng Cẩm,Miền Bắc 2,DA.WM.APR.TEST.TUB1,Yes,70
CE.DMX98439,CE.DMX98439,ĐMS_HDU_TKY - Hưng Đạo,Miền Bắc 2,,,0
CE.DMX107702,CE.DMX107702,ĐMS_HDU_TMI - Đoàn Tùng,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX50909,CE.DMX50909,ĐMS_HPH_ADU - An Hòa,Miền Bắc 2,DA.WM.FEB.TEASING.GAME5,Yes,100
CE.DMX115855,CE.DMX115855,ĐMS_HPH_ADU - An Hòa,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX50369,CE.DMX50369,ĐMS_HPH_TLA - Bắc Hưng,Miền Bắc 2,DA.REF.OCT.PK.TEST,Yes,100
CE.DMX36119,CE.DMX36119,ĐMS_HPH_VBA - Tam Cường,Miền Bắc 2,DA.WM.DRUM.AUG.PK.VIDEOGIATDUONG6,Yes,0
CE.DMX106433,CE.DMX106433,ĐMS_HYE_TLU - Thị Trấn Vương,Miền Bắc 2,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX115876,CE.DMX115876,ĐMS_HYE_TLU - Thủ Sỹ,Miền Bắc 2,ON21009,Yes,0
CE.DMX105720,CE.DMX105720,ĐMS_HYE_YMY - Yên Phú,Miền Bắc 2,,,0
CE.DMX3275,CE.DMX3275,ĐMS_QNI_QYE - Tiền An,Miền Bắc 2,FSM.RAC.MAR.PK.PK.2021,Yes,40
CE.DMX131992,CE.DMX131992,ĐMS_TBI_HHA - Minh Tân,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX45859,CE.DMX45859,ĐMS_TBI_TTH - Thái Xuyên,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX90128,CE.DMX90128,ĐMS_TBI_TTH - Thái Xuyên,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX102019,CE.DMX102019,ĐMS_TBI_TTH - Thái Xuyên,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX55058,CE.DMX55058,ĐMS_TBI_TTH - Thụy Phong,Miền Bắc 2,,,0
CE.DMX40410,CE.DMX40410,ĐMS_TBI_TTH - Thụy Sơn,Miền Bắc 2,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX18968,CE.DMX18968,ĐML_BKA_BKA - Bắc Kạn,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX33791,CE.DMX33791,ĐML_BKA_BKA - Bắc Kạn,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX34011,CE.DMX34011,ĐML_BKA_BKA - Bắc Kạn,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX41648,CE.DMX41648,ĐML_BKA_BKA - Bắc Kạn,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX43735,CE.DMX43735,ĐML_BKA_BKA - Bắc Kạn,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX44513,CE.DMX44513,ĐML_BKA_BKA - Bắc Kạn,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX46783,CE.DMX46783,ĐML_BKA_BKA - Bắc Kạn,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX101024,CE.DMX101024,ĐML_BKA_BKA - Bắc Kạn,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX22149,CE.DMX22149,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,,,0
CE.DMX26968,CE.DMX26968,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,DA.WM.FEB.TEASING.GAME2,Yes,100
CE.DMX26975,CE.DMX26975,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,ON200335,Yes,100
CE.DMX30140,CE.DMX30140,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,DA.REF.OCT.PK.TEST,Yes,100
CE.DMX30158,CE.DMX30158,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX36356,CE.DMX36356,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX47269,CE.DMX47269,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX59491,CE.DMX59491,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX63933,CE.DMX63933,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX66400,CE.DMX66400,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX66401,CE.DMX66401,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,DA.WM.FEB.TEASING.BANNER1,Yes,100
CE.DMX105098,CE.DMX105098,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX81046,CE.DMX81046,ĐML_CBA_CBA - 44 Kim Đồng,Miền Bắc 3,,,0
CE.DMX27676,CE.DMX27676,ĐML_LSO_CLO - Cao Lộc,Miền Bắc 3,ON21009,Yes,100
CE.DMX30164,CE.DMX30164,ĐML_LSO_CLO - Cao Lộc,Miền Bắc 3,,,0
CE.DMX33245,CE.DMX33245,ĐML_LSO_CLO - Cao Lộc,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX45784,CE.DMX45784,ĐML_LSO_CLO - Cao Lộc,Miền Bắc 3,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX61065,CE.DMX61065,ĐML_LSO_CLO - Cao Lộc,Miền Bắc 3,,,0
CE.DMX109840,CE.DMX109840,ĐML_LSO_CLO - Cao Lộc,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX128267,CE.DMX128267,ĐML_LSO_CLO - Cao Lộc,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX129403,CE.DMX129403,ĐML_LSO_CLO - Cao Lộc,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX19159,CE.DMX19159,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX27674,CE.DMX27674,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,,,0
CE.DMX27681,CE.DMX27681,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX27685,CE.DMX27685,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX44154,CE.DMX44154,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,,,0
CE.DMX45860,CE.DMX45860,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX60922,CE.DMX60922,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,,,0
CE.DMX60928,CE.DMX60928,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,,,0
CE.DMX61071,CE.DMX61071,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,,,0
CE.DMX61092,CE.DMX61092,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,,,0
CE.DMX61122,CE.DMX61122,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,DA.WM.FEB.TEASING.GAME1,Yes,100
CE.DMX69938,CE.DMX69938,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,,,0
CE.DMX104240,CE.DMX104240,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,100
CE.DMX106469,CE.DMX106469,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX10180,CE.DMX10180,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,DA.WM.AUG.TEST.TESTAUG,Yes,90
CE.DMX20308,CE.DMX20308,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX20715,CE.DMX20715,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX22141,CE.DMX22141,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
ce.dmx34904,ce.dmx34904,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,,,0
CE.DMX36160,CE.DMX36160,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX48748,CE.DMX48748,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX50340,CE.DMX50340,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX64521,CE.DMX64521,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX93148,CE.DMX93148,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
ce.dmx103188,ce.dmx103188,ĐML_TNG_PYE - 200 Phạm Văn Đồng,Miền Bắc 3,,,0
CE.DMX28163,CE.DMX28163,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX28164,CE.DMX28164,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX31346,CE.DMX31346,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX41899,CE.DMX41899,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,,,0
CE.DMX57631,CE.DMX57631,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX73755,CE.DMX73755,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX88892,CE.DMX88892,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX103196,CE.DMX103196,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX138371,CE.DMX138371,ĐML_TNG_TNG - 197 Cách Mạng Tháng 8,Miền Bắc 3,FSM.RAC.MAR.PK.PK.2021,Yes,90
CE.DMX20553,CE.DMX20553,ĐML_TNG_TNG - 309 Lương Ngọc Quyến,Miền Bắc 3,,,0
CE.DMX21746,CE.DMX21746,ĐML_TNG_TNG - 309 Lương Ngọc Quyến,Miền Bắc 3,DA.REF.WM.DEC.PK.KTSP,Yes,90
CE.DMX30144,CE.DMX30144,ĐML_TNG_TNG - 309 Lương Ngọc Quyến,Miền Bắc 3,ON21009,Yes,95
CE.DMX35714,CE.DMX35714,ĐML_TNG_TNG - 309 Lương Ngọc Quyến,Miền Bắc 3,,,0
CE.DMX47288,CE.DMX47288,ĐML_TNG_TNG - 309 Lương Ngọc Quyến,Miền Bắc 3,DA.REF.OCT.PK.TEST,Yes,100
CE.DMX54013,CE.DMX54013,ĐML_TNG_TNG - 309 Lương Ngọc Quyến,Miền Bắc 3,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX54020,CE.DMX54020,ĐML_TNG_TNG - 309 Lương Ngọc Quyến,Miền Bắc 3,ON21011,Yes,100
